6.8790 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
144.6342 	EXP 	grating: ori = -5.0
144.6342 	EXP 	fixation: autoDraw = True
145.6366 	EXP 	grating: autoDraw = True
145.6495 	EXP 	fixation: autoDraw = False
145.9493 	EXP 	grating: autoDraw = False
146.3243 	EXP 	New trial (rep=62, index=0): None
146.3300 	DATA 	Keypress: down
146.3333 	EXP 	fixation: autoDraw = False
146.3333 	EXP 	grating: autoDraw = False
146.3333 	EXP 	grating: ori = 0.0
146.3333 	EXP 	fixation: autoDraw = True
147.3324 	EXP 	fixation: autoDraw = False
147.3324 	EXP 	grating: autoDraw = True
147.6326 	EXP 	grating: autoDraw = False
148.2080 	EXP 	New trial (rep=63, index=0): None
148.2131 	DATA 	Keypress: up
148.2164 	EXP 	fixation: autoDraw = False
148.2164 	EXP 	grating: autoDraw = False
148.2164 	EXP 	grating: ori = 0.0
148.2164 	EXP 	fixation: autoDraw = True
149.2160 	EXP 	fixation: autoDraw = False
149.2160 	EXP 	grating: autoDraw = True
149.5157 	EXP 	grating: autoDraw = False
149.9905 	EXP 	New trial (rep=64, index=0): None
149.9958 	DATA 	Keypress: up
149.9991 	EXP 	fixation: autoDraw = False
149.9991 	EXP 	grating: autoDraw = False
149.9991 	EXP 	grating: ori = -4.0
149.9991 	EXP 	fixation: autoDraw = True
150.9987 	EXP 	fixation: autoDraw = False
150.9987 	EXP 	grating: autoDraw = True
151.2985 	EXP 	grating: autoDraw = False
151.6398 	EXP 	New trial (rep=65, index=0): None
151.6458 	DATA 	Keypress: down
151.6493 	EXP 	fixation: autoDraw = False
151.6493 	EXP 	grating: autoDraw = False
151.6493 	EXP 	grating: ori = -3.0
151.6493 	EXP 	fixation: autoDraw = True
152.6486 	EXP 	fixation: autoDraw = False
152.6486 	EXP 	grating: autoDraw = True
152.9482 	EXP 	grating: autoDraw = False
153.4851 	DATA 	Keypress: down
153.5065 	EXP 	New trial (rep=66, index=0): None
153.5242 	EXP 	fixation: autoDraw = False
153.5242 	EXP 	grating: autoDraw = False
153.5242 	EXP 	grating: ori = 0.0
153.5242 	EXP 	fixation: autoDraw = True
154.5150 	EXP 	grating: autoDraw = True
154.5317 	EXP 	fixation: autoDraw = False
154.8146 	EXP 	grating: autoDraw = False
155.3412 	EXP 	New trial (rep=67, index=0): None
155.3586 	DATA 	Keypress: up
155.3620 	EXP 	fixation: autoDraw = False
155.3620 	EXP 	grating: autoDraw = False
155.3620 	EXP 	grating: ori = 0.0
155.3620 	EXP 	fixation: autoDraw = True
156.3480 	EXP 	grating: autoDraw = True
156.3647 	EXP 	fixation: autoDraw = False
156.6478 	EXP 	grating: autoDraw = False
157.1327 	DATA 	Keypress: up
157.1542 	EXP 	New trial (rep=68, index=0): None
157.1644 	EXP 	fixation: autoDraw = False
157.1644 	EXP 	grating: autoDraw = False
157.1644 	EXP 	grating: ori = 3.0
157.1644 	EXP 	fixation: autoDraw = True
158.1647 	EXP 	fixation: autoDraw = False
158.1647 	EXP 	grating: autoDraw = True
158.4642 	EXP 	grating: autoDraw = False
158.9218 	EXP 	New trial (rep=69, index=0): None
158.9277 	DATA 	Keypress: down
158.9310 	EXP 	fixation: autoDraw = False
158.9310 	EXP 	grating: autoDraw = False
158.9310 	EXP 	grating: ori = -4.0
158.9310 	EXP 	fixation: autoDraw = True
159.9308 	EXP 	fixation: autoDraw = False
159.9308 	EXP 	grating: autoDraw = True
160.2306 	EXP 	grating: autoDraw = False
160.8017 	DATA 	Keypress: down
160.8219 	EXP 	New trial (rep=70, index=0): None
160.8306 	EXP 	fixation: autoDraw = False
160.8306 	EXP 	grating: autoDraw = False
160.8306 	EXP 	grating: ori = -5.0
160.8306 	EXP 	fixation: autoDraw = True
161.8308 	EXP 	fixation: autoDraw = False
161.8308 	EXP 	grating: autoDraw = True
162.1307 	EXP 	grating: autoDraw = False
162.6400 	EXP 	New trial (rep=71, index=0): None
162.6462 	DATA 	Keypress: down
162.6494 	EXP 	fixation: autoDraw = False
162.6494 	EXP 	grating: autoDraw = False
162.6494 	EXP 	grating: ori = 2.0
162.6494 	EXP 	fixation: autoDraw = True
163.6472 	EXP 	grating: autoDraw = True
163.6638 	EXP 	fixation: autoDraw = False
163.9468 	EXP 	grating: autoDraw = False
164.5345 	DATA 	Keypress: down
164.5568 	EXP 	New trial (rep=72, index=0): None
164.5668 	EXP 	fixation: autoDraw = False
164.5668 	EXP 	grating: autoDraw = False
164.5668 	EXP 	grating: ori = 1.0
164.5668 	EXP 	fixation: autoDraw = True
165.5636 	EXP 	grating: autoDraw = True
165.5804 	EXP 	fixation: autoDraw = False
165.8633 	EXP 	grating: autoDraw = False
166.5544 	EXP 	New trial (rep=73, index=0): None
166.5598 	DATA 	Keypress: up
166.5632 	EXP 	fixation: autoDraw = False
166.5632 	EXP 	grating: autoDraw = False
166.5632 	EXP 	grating: ori = -4.0
166.5632 	EXP 	fixation: autoDraw = True
167.5634 	EXP 	fixation: autoDraw = False
167.5634 	EXP 	grating: autoDraw = True
167.8631 	EXP 	grating: autoDraw = False
168.4715 	EXP 	New trial (rep=74, index=0): None
168.4776 	DATA 	Keypress: down
168.4809 	EXP 	fixation: autoDraw = False
168.4809 	EXP 	grating: autoDraw = False
168.4809 	EXP 	grating: ori = 2.0
168.4809 	EXP 	fixation: autoDraw = True
169.4798 	EXP 	grating: autoDraw = True
169.4964 	EXP 	fixation: autoDraw = False
169.7795 	EXP 	grating: autoDraw = False
170.5209 	EXP 	New trial (rep=75, index=0): None
170.5268 	DATA 	Keypress: up
170.5301 	EXP 	fixation: autoDraw = False
170.5301 	EXP 	grating: autoDraw = False
170.5301 	EXP 	grating: ori = 2.0
170.5301 	EXP 	fixation: autoDraw = True
171.5291 	EXP 	fixation: autoDraw = False
171.5291 	EXP 	grating: autoDraw = True
171.8293 	EXP 	grating: autoDraw = False
172.6709 	EXP 	New trial (rep=76, index=0): None
172.6766 	DATA 	Keypress: down
172.6799 	EXP 	fixation: autoDraw = False
172.6799 	EXP 	grating: autoDraw = False
172.6799 	EXP 	grating: ori = 0.0
172.6799 	EXP 	fixation: autoDraw = True
173.6787 	EXP 	fixation: autoDraw = False
173.6787 	EXP 	grating: autoDraw = True
173.9790 	EXP 	grating: autoDraw = False
174.3400 	EXP 	New trial (rep=77, index=0): None
174.3474 	DATA 	Keypress: up
174.3506 	EXP 	fixation: autoDraw = False
174.3506 	EXP 	grating: autoDraw = False
174.3506 	EXP 	grating: ori = -3.0
174.3506 	EXP 	fixation: autoDraw = True
175.3457 	EXP 	grating: autoDraw = True
175.3624 	EXP 	fixation: autoDraw = False
175.6455 	EXP 	grating: autoDraw = False
176.0703 	EXP 	New trial (rep=78, index=0): None
176.0769 	DATA 	Keypress: down
176.0801 	EXP 	fixation: autoDraw = False
176.0801 	EXP 	grating: autoDraw = False
176.0801 	EXP 	grating: ori = 0.0
176.0801 	EXP 	fixation: autoDraw = True
177.0787 	EXP 	grating: autoDraw = True
177.0953 	EXP 	fixation: autoDraw = False
177.3784 	EXP 	grating: autoDraw = False
177.8705 	EXP 	New trial (rep=79, index=0): None
177.8767 	DATA 	Keypress: up
177.8800 	EXP 	fixation: autoDraw = False
177.8800 	EXP 	grating: autoDraw = False
177.8800 	EXP 	grating: ori = -4.0
177.8800 	EXP 	fixation: autoDraw = True
178.8786 	EXP 	grating: autoDraw = True
178.8953 	EXP 	fixation: autoDraw = False
179.1783 	EXP 	grating: autoDraw = False
179.5870 	EXP 	New trial (rep=80, index=0): None
179.5926 	DATA 	Keypress: down
179.5960 	EXP 	fixation: autoDraw = False
179.5960 	EXP 	grating: autoDraw = False
179.5960 	EXP 	grating: ori = -4.0
179.5960 	EXP 	fixation: autoDraw = True
180.5948 	EXP 	grating: autoDraw = True
180.6115 	EXP 	fixation: autoDraw = False
180.8947 	EXP 	grating: autoDraw = False
181.3658 	DATA 	Keypress: down
181.3870 	EXP 	New trial (rep=81, index=0): None
181.3945 	EXP 	fixation: autoDraw = False
181.3945 	EXP 	grating: autoDraw = False
181.3945 	EXP 	grating: ori = 0.0
181.3945 	EXP 	fixation: autoDraw = True
182.3949 	EXP 	fixation: autoDraw = False
182.3949 	EXP 	grating: autoDraw = True
182.6946 	EXP 	grating: autoDraw = False
183.1864 	EXP 	New trial (rep=82, index=0): None
183.1931 	DATA 	Keypress: up
183.1964 	EXP 	fixation: autoDraw = False
183.1964 	EXP 	grating: autoDraw = False
183.1964 	EXP 	grating: ori = 4.0
183.1964 	EXP 	fixation: autoDraw = True
184.1945 	EXP 	grating: autoDraw = True
184.2112 	EXP 	fixation: autoDraw = False
184.4943 	EXP 	grating: autoDraw = False
184.9357 	EXP 	New trial (rep=83, index=0): None
184.9409 	DATA 	Keypress: down
184.9445 	EXP 	fixation: autoDraw = False
184.9445 	EXP 	grating: autoDraw = False
184.9445 	EXP 	grating: ori = 0.0
184.9445 	EXP 	fixation: autoDraw = True
185.9443 	EXP 	fixation: autoDraw = False
185.9443 	EXP 	grating: autoDraw = True
186.2441 	EXP 	grating: autoDraw = False
186.8482 	DATA 	Keypress: up
186.8686 	EXP 	New trial (rep=84, index=0): None
186.8771 	EXP 	fixation: autoDraw = False
186.8771 	EXP 	grating: autoDraw = False
186.8771 	EXP 	grating: ori = 1.0
186.8771 	EXP 	fixation: autoDraw = True
187.8772 	EXP 	fixation: autoDraw = False
187.8772 	EXP 	grating: autoDraw = True
188.1769 	EXP 	grating: autoDraw = False
188.6187 	EXP 	New trial (rep=85, index=0): None
188.6251 	DATA 	Keypress: up
188.6285 	EXP 	fixation: autoDraw = False
188.6285 	EXP 	grating: autoDraw = False
188.6285 	EXP 	grating: ori = 4.0
188.6285 	EXP 	fixation: autoDraw = True
189.6270 	EXP 	grating: autoDraw = True
189.6438 	EXP 	fixation: autoDraw = False
189.9267 	EXP 	grating: autoDraw = False
190.4519 	EXP 	New trial (rep=86, index=0): None
190.4576 	DATA 	Keypress: down
190.4611 	EXP 	fixation: autoDraw = False
190.4611 	EXP 	grating: autoDraw = False
190.4611 	EXP 	grating: ori = 1.0
190.4611 	EXP 	fixation: autoDraw = True
191.4602 	EXP 	fixation: autoDraw = False
191.4602 	EXP 	grating: autoDraw = True
191.7599 	EXP 	grating: autoDraw = False
192.2675 	EXP 	New trial (rep=87, index=0): None
192.2728 	DATA 	Keypress: up
192.2765 	EXP 	fixation: autoDraw = False
192.2765 	EXP 	grating: autoDraw = False
192.2765 	EXP 	grating: ori = 4.0
192.2765 	EXP 	fixation: autoDraw = True
193.2765 	EXP 	fixation: autoDraw = False
193.2765 	EXP 	grating: autoDraw = True
193.5764 	EXP 	grating: autoDraw = False
194.1183 	EXP 	New trial (rep=88, index=0): None
194.1231 	DATA 	Keypress: down
194.1263 	EXP 	fixation: autoDraw = False
194.1263 	EXP 	grating: autoDraw = False
194.1263 	EXP 	grating: ori = -3.0
194.1263 	EXP 	fixation: autoDraw = True
195.1264 	EXP 	fixation: autoDraw = False
195.1264 	EXP 	grating: autoDraw = True
195.4262 	EXP 	grating: autoDraw = False
196.0507 	EXP 	New trial (rep=89, index=0): None
196.0572 	DATA 	Keypress: down
196.0605 	EXP 	fixation: autoDraw = False
196.0605 	EXP 	grating: autoDraw = False
196.0605 	EXP 	grating: ori = -4.0
196.0605 	EXP 	fixation: autoDraw = True
197.0595 	EXP 	grating: autoDraw = True
197.0762 	EXP 	fixation: autoDraw = False
197.3592 	EXP 	grating: autoDraw = False
198.0183 	EXP 	New trial (rep=90, index=0): None
198.0243 	DATA 	Keypress: down
198.0276 	EXP 	fixation: autoDraw = False
198.0276 	EXP 	grating: autoDraw = False
198.0276 	EXP 	grating: ori = 0.0
198.0276 	EXP 	fixation: autoDraw = True
199.0390 	EXP 	grating: autoDraw = True
199.0490 	EXP 	fixation: autoDraw = False
199.3419 	EXP 	grating: autoDraw = False
199.7170 	EXP 	New trial (rep=91, index=0): None
199.7227 	DATA 	Keypress: up
199.7261 	EXP 	fixation: autoDraw = False
199.7261 	EXP 	grating: autoDraw = False
199.7261 	EXP 	grating: ori = 0.0
199.7261 	EXP 	fixation: autoDraw = True
200.7257 	EXP 	fixation: autoDraw = False
200.7257 	EXP 	grating: autoDraw = True
201.0257 	EXP 	grating: autoDraw = False
201.4343 	EXP 	New trial (rep=92, index=0): None
201.4398 	DATA 	Keypress: up
201.4430 	EXP 	fixation: autoDraw = False
201.4430 	EXP 	grating: autoDraw = False
201.4430 	EXP 	grating: ori = 0.0
201.4430 	EXP 	fixation: autoDraw = True
202.4421 	EXP 	fixation: autoDraw = False
202.4421 	EXP 	grating: autoDraw = True
202.7420 	EXP 	grating: autoDraw = False
203.4830 	EXP 	New trial (rep=93, index=0): None
203.4998 	DATA 	Keypress: up
203.5029 	EXP 	fixation: autoDraw = False
203.5029 	EXP 	grating: autoDraw = False
203.5029 	EXP 	grating: ori = -2.0
203.5029 	EXP 	fixation: autoDraw = True
204.4918 	EXP 	grating: autoDraw = True
204.5084 	EXP 	fixation: autoDraw = False
204.7916 	EXP 	grating: autoDraw = False
205.4833 	EXP 	New trial (rep=94, index=0): None
205.4889 	DATA 	Keypress: down
205.4923 	EXP 	fixation: autoDraw = False
205.4923 	EXP 	grating: autoDraw = False
205.4923 	EXP 	grating: ori = -4.0
205.4923 	EXP 	fixation: autoDraw = True
206.4914 	EXP 	fixation: autoDraw = False
206.4914 	EXP 	grating: autoDraw = True
206.7914 	EXP 	grating: autoDraw = False
207.3331 	EXP 	New trial (rep=95, index=0): None
207.3389 	DATA 	Keypress: down
207.3421 	EXP 	fixation: autoDraw = False
207.3421 	EXP 	grating: autoDraw = False
207.3421 	EXP 	grating: ori = 0.0
207.3421 	EXP 	fixation: autoDraw = True
208.3413 	EXP 	fixation: autoDraw = False
208.3413 	EXP 	grating: autoDraw = True
208.6409 	EXP 	grating: autoDraw = False
209.0824 	EXP 	New trial (rep=96, index=0): None
209.0886 	DATA 	Keypress: up
209.0919 	EXP 	fixation: autoDraw = False
209.0919 	EXP 	grating: autoDraw = False
209.0919 	EXP 	grating: ori = -2.0
209.0919 	EXP 	fixation: autoDraw = True
210.0911 	EXP 	fixation: autoDraw = False
210.0911 	EXP 	grating: autoDraw = True
210.3908 	EXP 	grating: autoDraw = False
211.4663 	EXP 	New trial (rep=97, index=0): None
211.4718 	DATA 	Keypress: down
211.4753 	EXP 	fixation: autoDraw = False
211.4753 	EXP 	grating: autoDraw = False
211.4753 	EXP 	grating: ori = 0.0
211.4753 	EXP 	fixation: autoDraw = True
212.4743 	EXP 	grating: autoDraw = True
212.4908 	EXP 	fixation: autoDraw = False
212.7739 	EXP 	grating: autoDraw = False
213.2152 	EXP 	New trial (rep=98, index=0): None
213.2325 	DATA 	Keypress: up
213.2359 	EXP 	fixation: autoDraw = False
213.2359 	EXP 	grating: autoDraw = False
213.2359 	EXP 	grating: ori = -2.0
213.2359 	EXP 	fixation: autoDraw = True
214.2239 	EXP 	grating: autoDraw = True
214.2408 	EXP 	fixation: autoDraw = False
214.5236 	EXP 	grating: autoDraw = False
216.0153 	EXP 	New trial (rep=99, index=0): None
216.0210 	DATA 	Keypress: down
216.0244 	EXP 	fixation: autoDraw = False
216.0244 	EXP 	grating: autoDraw = False
216.0244 	EXP 	grating: ori = -5.0
216.0244 	EXP 	fixation: autoDraw = True
217.0236 	EXP 	fixation: autoDraw = False
217.0236 	EXP 	grating: autoDraw = True
217.3231 	EXP 	grating: autoDraw = False
217.7282 	DATA 	Keypress: down
217.7566 	EXP 	fixation: autoDraw = False
217.7566 	EXP 	grating: autoDraw = False
218.0208 	EXP 	window1: mouseVisible = True
